conversation_id,persona_id,persona_name,persona_group,persona_volatility,num_turns,avg_drift,total_distance,drift_variance
art_40_8,13,Critical Evaluator,negative,medium,10,0.13656041,1.2290437,0.014198529
art_40_8,14,Self Demanding,negative,medium,10,0.057059176,0.5135326,0.0030033821
art_40_8,15,Threat Aware,negative,medium,10,0.19764827,1.7788345,0.028455794
art_40_8,16,Emotionally Balanced,balanced,medium,10,0.071998216,0.64798397,0.0031080889
art_40_8,17,Empathy Driven,balanced,medium,10,0.44827455,4.034471,0.113081545
art_40_8,18,Socially Sensitive,balanced,medium,10,0.21094218,1.8984796,0.03370391
art_40_8,19,Cautious Processor,balanced,medium,10,0.0723381,0.6510429,0.0030907942
art_45_9,0,Stoic Regulator,suppressive,low,9,0.11599115,0.9279292,0.006987432
art_45_9,1,Calm Reflective,suppressive,low,9,0.16909818,1.3527855,0.016870495
art_45_9,2,Detached Observer,suppressive,low,9,0.047537155,0.38029724,0.0017916342
art_45_9,3,Rational Analyzer,suppressive,low,9,0.085298,0.682384,0.0043232907
art_45_9,4,Emotionally Volatile,reactive,high,9,0.32199293,2.5759435,0.072030835
art_45_9,5,Highly Sensitive,reactive,high,9,0.41491896,3.3193517,0.10446627
art_45_9,6,Easily Overwhelmed,reactive,high,9,0.22809054,1.8247243,0.0342466
art_45_9,7,Impulsive Reactor,reactive,high,9,0.35989904,2.8791924,0.083637446
art_45_9,8,Optimistic Interpreter,positive,medium,9,0.31920138,2.553611,0.05415114
art_45_9,9,Gratitude Focused,positive,medium,9,0.15299407,1.2239525,0.014706101
art_45_9,10,Hope Oriented,positive,medium,9,0.2555701,2.044561,0.034689534
art_45_9,11,Reward Seeker,positive,medium,9,0.02343671,0.18749368,0.00028651036
art_45_9,12,Negative Anticipator,negative,medium,9,0.2578474,2.0627792,0.04072806
art_45_9,13,Critical Evaluator,negative,medium,9,0.15039892,1.2031914,0.014221867
art_45_9,14,Self Demanding,negative,medium,9,0.062979765,0.5038381,0.0030433692
art_45_9,15,Threat Aware,negative,medium,9,0.21719357,1.7375486,0.02837607
art_45_9,16,Emotionally Balanced,balanced,medium,9,0.07970224,0.63761795,0.003082572
art_45_9,17,Empathy Driven,balanced,medium,9,0.4928262,3.9426095,0.10998431
art_45_9,18,Socially Sensitive,balanced,medium,9,0.23357828,1.8686262,0.03399621
art_45_9,19,Cautious Processor,balanced,medium,9,0.079813,0.638504,0.003035095
art_4_10,0,Stoic Regulator,suppressive,low,10,0.10521006,0.94689053,0.0071081393
art_4_10,1,Calm Reflective,suppressive,low,10,0.1531001,1.377901,0.016973812
art_4_10,2,Detached Observer,suppressive,low,10,0.043141857,0.3882767,0.0017708902
art_4_10,3,Rational Analyzer,suppressive,low,10,0.07736603,0.6962943,0.0043683485
art_4_10,4,Emotionally Volatile,reactive,high,10,0.29123414,2.6211073,0.07147134
art_4_10,5,Highly Sensitive,reactive,high,10,0.3761019,3.3849173,0.10481862
art_4_10,6,Easily Overwhelmed,reactive,high,10,0.20634378,1.857094,0.034144424
art_4_10,7,Impulsive Reactor,reactive,high,10,0.3258375,2.9325376,0.083387375
art_4_10,8,Optimistic Interpreter,positive,medium,10,0.29139817,2.6225834,0.05448378
art_4_10,9,Gratitude Focused,positive,medium,10,0.13887312,1.249858,0.014716251
art_4_10,10,Hope Oriented,positive,medium,10,0.23286414,2.0957773,0.035078447
art_4_10,11,Reward Seeker,positive,medium,10,0.021501264,0.19351137,0.00028025234
art_4_10,12,Negative Anticipator,negative,medium,10,0.23458682,2.1112814,0.04069726
art_4_10,13,Critical Evaluator,negative,medium,10,0.13649115,1.2284204,0.014239309
art_4_10,14,Self Demanding,negative,medium,10,0.05707848,0.5137063,0.0030107284
art_4_10,15,Threat Aware,negative,medium,10,0.19746746,1.7772071,0.028457858
art_4_10,16,Emotionally Balanced,balanced,medium,10,0.07239615,0.6515654,0.0031245328
art_4_10,17,Empathy Driven,balanced,medium,10,0.44886202,4.039758,0.11331466
art_4_10,18,Socially Sensitive,balanced,medium,10,0.21146399,1.9031758,0.034046534
art_4_10,19,Cautious Processor,balanced,medium,10,0.07251811,0.652663,0.0030963616
art_54_8,0,Stoic Regulator,suppressive,low,8,0.12846309,0.8992416,0.0065276707
art_54_8,1,Calm Reflective,suppressive,low,8,0.18806376,1.3164463,0.0160311
art_54_8,2,Detached Observer,suppressive,low,8,0.054019723,0.37813807,0.0018851261
art_54_8,3,Rational Analyzer,suppressive,low,8,0.096225664,0.67357963,0.0042979596
art_54_8,4,Emotionally Volatile,reactive,high,8,0.35954207,2.5167944,0.07053927
art_54_8,5,Highly Sensitive,reactive,high,8,0.46192604,3.2334824,0.10085147
art_54_8,6,Easily Overwhelmed,reactive,high,8,0.25441387,1.7808971,0.033145975
art_54_8,7,Impulsive Reactor,reactive,high,8,0.40120393,2.8084276,0.08116732
art_54_8,8,Optimistic Interpreter,positive,medium,8,0.35408765,2.4786136,0.053099453
art_54_8,9,Gratitude Focused,positive,medium,8,0.1712873,1.1990111,0.014547984
art_54_8,10,Hope Oriented,positive,medium,8,0.28441197,1.9908838,0.03379127
art_54_8,11,Reward Seeker,positive,medium,8,0.025489924,0.17842947,0.00028917115
art_54_8,12,Negative Anticipator,negative,medium,8,0.28740597,2.0118418,0.040355034
art_54_8,13,Critical Evaluator,negative,medium,8,0.16843526,1.1790469,0.014068304
art_54_8,14,Self Demanding,negative,medium,8,0.0711539,0.49807733,0.003116654
art_54_8,15,Threat Aware,negative,medium,8,0.24249648,1.6974753,0.028001446
art_54_8,16,Emotionally Balanced,balanced,medium,8,0.08741923,0.6119346,0.0028185036
art_54_8,17,Empathy Driven,balanced,medium,8,0.54534674,3.8174272,0.102910705
art_54_8,18,Socially Sensitive,balanced,medium,8,0.26023993,1.8216795,0.032642588
art_54_8,19,Cautious Processor,balanced,medium,8,0.08793118,0.6155183,0.0028022185
art_62_8,0,Stoic Regulator,suppressive,low,8,0.12824062,0.89768434,0.006464881
art_62_8,1,Calm Reflective,suppressive,low,8,0.18790555,1.3153389,0.015943628
art_62_8,2,Detached Observer,suppressive,low,8,0.05398235,0.37787646,0.0018742529
art_62_8,3,Rational Analyzer,suppressive,low,8,0.09611709,0.6728196,0.00427029
art_62_8,4,Emotionally Volatile,reactive,high,8,0.35917577,2.5142305,0.07015513
art_62_8,5,Highly Sensitive,reactive,high,8,0.4612806,3.2289643,0.10005181
art_62_8,6,Easily Overwhelmed,reactive,high,8,0.25429907,1.7800936,0.03302866
art_62_8,7,Impulsive Reactor,reactive,high,8,0.40071908,2.8050334,0.08055968
art_62_8,8,Optimistic Interpreter,positive,medium,8,0.35333735,2.4733615,0.05264758
art_62_8,9,Gratitude Focused,positive,medium,8,0.17127712,1.1989398,0.014490413
art_62_8,10,Hope Oriented,positive,medium,8,0.28388223,1.9871756,0.033536267
art_62_8,11,Reward Seeker,positive,medium,8,0.025119964,0.17583975,0.00026607414
art_62_8,12,Negative Anticipator,negative,medium,8,0.28691396,2.0083978,0.040092085
art_62_8,13,Critical Evaluator,negative,medium,8,0.16839077,1.1787354,0.014027833
art_62_8,14,Self Demanding,negative,medium,8,0.07131944,0.49923605,0.003118874
art_62_8,15,Threat Aware,negative,medium,8,0.24221267,1.6954887,0.027865425
art_62_8,16,Emotionally Balanced,balanced,medium,8,0.087373234,0.6116126,0.00277885
art_62_8,17,Empathy Driven,balanced,medium,8,0.54463446,3.812441,0.10216238
art_62_8,18,Socially Sensitive,balanced,medium,8,0.26015308,1.8210715,0.032508153
art_62_8,19,Cautious Processor,balanced,medium,8,0.087725595,0.6140792,0.002760012
art_69_8,0,Stoic Regulator,suppressive,low,10,0.10520503,0.9468453,0.0071082544
art_69_8,1,Calm Reflective,suppressive,low,10,0.1530067,1.3770603,0.016892485
art_69_8,2,Detached Observer,suppressive,low,10,0.043073423,0.3876608,0.001754156
art_69_8,3,Rational Analyzer,suppressive,low,10,0.07739249,0.69653237,0.0043220166
art_69_8,4,Emotionally Volatile,reactive,high,10,0.29092908,2.6183617,0.07097882
art_69_8,5,Highly Sensitive,reactive,high,10,0.37560797,3.3804717,0.103904106
art_69_8,6,Easily Overwhelmed,reactive,high,10,0.20618638,1.8556775,0.03395301
art_69_8,7,Impulsive Reactor,reactive,high,10,0.32539856,2.9285872,0.08271213
art_69_8,8,Optimistic Interpreter,positive,medium,10,0.2917713,2.6259418,0.054190025
art_69_8,9,Gratitude Focused,positive,medium,10,0.13886419,1.2497777,0.014577853
art_69_8,10,Hope Oriented,positive,medium,10,0.23312044,2.098084,0.034794312
art_69_8,11,Reward Seeker,positive,medium,10,0.021566795,0.19410115,0.0002864109
art_69_8,12,Negative Anticipator,negative,medium,10,0.23473904,2.1126513,0.04042261
art_69_8,13,Critical Evaluator,negative,medium,10,0.13650726,1.2285653,0.014104743
art_69_8,14,Self Demanding,negative,medium,10,0.056966543,0.5126989,0.0029609718
art_69_8,15,Threat Aware,negative,medium,10,0.19755842,1.7780257,0.02821657
art_69_8,16,Emotionally Balanced,balanced,medium,10,0.07233357,0.6510021,0.0031414512
art_69_8,17,Empathy Driven,balanced,medium,10,0.44862583,4.0376325,0.11262038
art_69_8,18,Socially Sensitive,balanced,medium,10,0.21122962,1.9010665,0.0338036
art_69_8,19,Cautious Processor,balanced,medium,10,0.07252917,0.65276253,0.0031140347
art_6_10,0,Stoic Regulator,suppressive,low,10,0.10537697,0.9483927,0.0071600047
art_6_10,1,Calm Reflective,suppressive,low,10,0.15321326,1.3789194,0.017012952
art_6_10,2,Detached Observer,suppressive,low,10,0.042936075,0.3864247,0.0017594876
art_6_10,3,Rational Analyzer,suppressive,low,10,0.07725154,0.69526386,0.0043545584
art_6_10,4,Emotionally Volatile,reactive,high,10,0.29120362,2.6208324,0.07140593
art_6_10,5,Highly Sensitive,reactive,high,10,0.3759328,3.3833952,0.10475191
art_6_10,6,Easily Overwhelmed,reactive,high,10,0.20642658,1.8578392,0.034174733
art_6_10,7,Impulsive Reactor,reactive,high,10,0.3257478,2.93173,0.083336875
art_6_10,8,Optimistic Interpreter,positive,medium,10,0.29179704,2.6261733,0.054868028
art_6_10,9,Gratitude Focused,positive,medium,10,0.1388572,1.2497149,0.014730427
art_6_10,10,Hope Oriented,positive,medium,10,0.23309901,2.097891,0.0352652
art_6_10,11,Reward Seeker,positive,medium,10,0.021514706,0.19363235,0.00027870192
art_6_10,12,Negative Anticipator,negative,medium,10,0.23478492,2.1130643,0.040918007
art_6_10,13,Critical Evaluator,negative,medium,10,0.13645865,1.2281278,0.014250881
art_6_10,14,Self Demanding,negative,medium,10,0.056937832,0.5124405,0.0029994075
art_6_10,15,Threat Aware,negative,medium,10,0.19761087,1.7784978,0.028586218
art_6_10,16,Emotionally Balanced,balanced,medium,10,0.07258561,0.6532705,0.00317275
art_6_10,17,Empathy Driven,balanced,medium,10,0.4487058,4.038352,0.11351873
art_6_10,18,Socially Sensitive,balanced,medium,10,0.21150939,1.9035845,0.034069084
art_6_10,19,Cautious Processor,balanced,medium,10,0.07266998,0.65402985,0.0031316858
art_70_10,0,Stoic Regulator,suppressive,low,10,0.105296366,0.9476673,0.007178726
art_70_10,1,Calm Reflective,suppressive,low,10,0.15315892,1.3784302,0.01704667
art_70_10,2,Detached Observer,suppressive,low,10,0.043054674,0.38749206,0.0017418327
art_70_10,3,Rational Analyzer,suppressive,low,10,0.07751446,0.69763017,0.0043341625
art_70_10,4,Emotionally Volatile,reactive,high,10,0.29100007,2.6190007,0.071386784
art_70_10,5,Highly Sensitive,reactive,high,10,0.3755767,3.3801904,0.104460455
art_70_10,6,Easily Overwhelmed,reactive,high,10,0.20636454,1.8572809,0.03423883
art_70_10,7,Impulsive Reactor,reactive,high,10,0.32548374,2.9293537,0.08325278
art_70_10,8,Optimistic Interpreter,positive,medium,10,0.29186165,2.6267548,0.05464088
art_70_10,9,Gratitude Focused,positive,medium,10,0.13926187,1.2533568,0.014776508
art_70_10,10,Hope Oriented,positive,medium,10,0.23337467,2.100372,0.0351523
art_70_10,11,Reward Seeker,positive,medium,10,0.021351315,0.19216183,0.00027622987
art_70_10,12,Negative Anticipator,negative,medium,10,0.23499516,2.1149564,0.040793154
art_70_10,13,Critical Evaluator,negative,medium,10,0.13683785,1.2315407,0.014268279
art_70_10,14,Self Demanding,negative,medium,10,0.057172343,0.5145511,0.0030086162
art_70_10,15,Threat Aware,negative,medium,10,0.19787484,1.7808735,0.028522708
art_70_10,16,Emotionally Balanced,balanced,medium,10,0.07261588,0.6535429,0.0032381853
art_70_10,17,Empathy Driven,balanced,medium,10,0.4484777,4.036299,0.11301115
art_70_10,18,Socially Sensitive,balanced,medium,10,0.21157905,1.9042115,0.03423929
art_70_10,19,Cautious Processor,balanced,medium,10,0.07257575,0.65318173,0.0031476645
art_73_8,0,Stoic Regulator,suppressive,low,8,0.12859322,0.90015256,0.0065565077
art_73_8,1,Calm Reflective,suppressive,low,8,0.18823744,1.3176621,0.016097682
art_73_8,2,Detached Observer,suppressive,low,8,0.053996354,0.37797448,0.0019043094
art_73_8,3,Rational Analyzer,suppressive,low,8,0.09609574,0.6726702,0.004329994
art_73_8,4,Emotionally Volatile,reactive,high,8,0.35984448,2.5189114,0.07074357
art_73_8,5,Highly Sensitive,reactive,high,8,0.4626288,3.2384017,0.10132426
art_73_8,6,Easily Overwhelmed,reactive,high,8,0.254659,1.782613,0.033277076
art_73_8,7,Impulsive Reactor,reactive,high,8,0.40170035,2.8119025,0.08147675
art_73_8,8,Optimistic Interpreter,positive,medium,8,0.35420623,2.4794436,0.053190704
art_73_8,9,Gratitude Focused,positive,medium,8,0.17125072,1.198755,0.014605976
art_73_8,10,Hope Oriented,positive,medium,8,0.28453252,1.9917276,0.034000374
art_73_8,11,Reward Seeker,positive,medium,8,0.025525609,0.17867926,0.00028059314
art_73_8,12,Negative Anticipator,negative,medium,8,0.28755853,2.0129097,0.040547337
art_73_8,13,Critical Evaluator,negative,medium,8,0.16845323,1.1791726,0.014159175
art_73_8,14,Self Demanding,negative,medium,8,0.0710823,0.49757612,0.0031365089
art_73_8,15,Threat Aware,negative,medium,8,0.24258173,1.6980721,0.028161138
art_73_8,16,Emotionally Balanced,balanced,medium,8,0.0875417,0.6127919,0.0028230953
art_73_8,17,Empathy Driven,balanced,medium,8,0.54663056,3.8264139,0.10398348
art_73_8,18,Socially Sensitive,balanced,medium,8,0.26053494,1.8237445,0.03278983
art_73_8,19,Cautious Processor,balanced,medium,8,0.08798812,0.61591685,0.0028098996
art_75_8,0,Stoic Regulator,suppressive,low,10,0.10543259,0.9488933,0.0071430453
art_75_8,1,Calm Reflective,suppressive,low,10,0.15339893,1.3805904,0.017064242
art_75_8,2,Detached Observer,suppressive,low,10,0.043227296,0.38904566,0.001817096
art_75_8,3,Rational Analyzer,suppressive,low,10,0.07770322,0.699329,0.0044598784
art_75_8,4,Emotionally Volatile,reactive,high,10,0.29181102,2.6262991,0.072016984
art_75_8,5,Highly Sensitive,reactive,high,10,0.37681884,3.3913696,0.10570589
art_75_8,6,Easily Overwhelmed,reactive,high,10,0.20678972,1.8611075,0.034400787
art_75_8,7,Impulsive Reactor,reactive,high,10,0.32649377,2.938444,0.08415421
art_75_8,8,Optimistic Interpreter,positive,medium,10,0.29217482,2.6295733,0.054830346
art_75_8,9,Gratitude Focused,positive,medium,10,0.13929352,1.2536417,0.0149058765
art_75_8,10,Hope Oriented,positive,medium,10,0.2336933,2.1032398,0.035455536
art_75_8,11,Reward Seeker,positive,medium,10,0.02151462,0.19363159,0.00027308337
art_75_8,12,Negative Anticipator,negative,medium,10,0.23524393,2.1171954,0.041068085
art_75_8,13,Critical Evaluator,negative,medium,10,0.1369419,1.2324771,0.014440437
art_75_8,14,Self Demanding,negative,medium,10,0.05722757,0.51504815,0.003076337
art_75_8,15,Threat Aware,negative,medium,10,0.19809401,1.7828461,0.028784845
art_75_8,16,Emotionally Balanced,balanced,medium,10,0.07257223,0.6531501,0.0031503413
art_75_8,17,Empathy Driven,balanced,medium,10,0.44951698,4.045653,0.114121705
art_75_8,18,Socially Sensitive,balanced,medium,10,0.21192089,1.907288,0.03433964
art_75_8,19,Cautious Processor,balanced,medium,10,0.072603606,0.6534324,0.0031013754
art_76_9,0,Stoic Regulator,suppressive,low,9,0.115250245,0.92200196,0.0067982236
art_76_9,1,Calm Reflective,suppressive,low,9,0.16828297,1.3462638,0.016495788
art_76_9,2,Detached Observer,suppressive,low,9,0.047872327,0.38297862,0.001842228
art_76_9,3,Rational Analyzer,suppressive,low,9,0.08559744,0.6847795,0.0043622716
art_76_9,4,Emotionally Volatile,reactive,high,9,0.32087746,2.5670197,0.07096248
art_76_9,5,Highly Sensitive,reactive,high,9,0.41301417,3.3041134,0.10241719
art_76_9,6,Easily Overwhelmed,reactive,high,9,0.22724101,1.8179281,0.033648655
art_76_9,7,Impulsive Reactor,reactive,high,9,0.35841256,2.8673005,0.08212663
art_76_9,8,Optimistic Interpreter,positive,medium,9,0.31846425,2.547714,0.053347453
art_76_9,9,Gratitude Focused,positive,medium,9,0.15322426,1.2257941,0.014693815
art_76_9,10,Hope Oriented,positive,medium,9,0.25506815,2.0405452,0.034161687
art_76_9,11,Reward Seeker,positive,medium,9,0.023172831,0.18538265,0.00027608481
art_76_9,12,Negative Anticipator,negative,medium,9,0.25739563,2.059165,0.040211402
art_76_9,13,Critical Evaluator,negative,medium,9,0.15057366,1.2045892,0.014200477
art_76_9,14,Self Demanding,negative,medium,9,0.06342797,0.50742376,0.003109571
art_76_9,15,Threat Aware,negative,medium,9,0.21697806,1.7358245,0.02808987
art_76_9,16,Emotionally Balanced,balanced,medium,9,0.078883454,0.63106763,0.002955373
art_76_9,17,Empathy Driven,balanced,medium,9,0.4909326,3.927461,0.10846916
art_76_9,18,Socially Sensitive,balanced,medium,9,0.23272207,1.8617766,0.033382773
art_76_9,19,Cautious Processor,balanced,medium,9,0.07917121,0.6333697,0.0029418105
art_7_9,0,Stoic Regulator,suppressive,low,9,0.11622524,0.92980194,0.007085046
art_7_9,1,Calm Reflective,suppressive,low,9,0.16923964,1.3539171,0.016974835
art_7_9,2,Detached Observer,suppressive,low,9,0.047188994,0.37751195,0.0016966793
art_7_9,3,Rational Analyzer,suppressive,low,9,0.08479941,0.6783953,0.004147759
art_7_9,4,Emotionally Volatile,reactive,high,9,0.32199115,2.5759292,0.072071955
art_7_9,5,Highly Sensitive,reactive,high,9,0.41470295,3.3176236,0.104282774
art_7_9,6,Easily Overwhelmed,reactive,high,9,0.22821179,1.8256943,0.03437445
art_7_9,7,Impulsive Reactor,reactive,high,9,0.35983193,2.8786554,0.083596535
art_7_9,8,Optimistic Interpreter,positive,medium,9,0.31894502,2.5515602,0.053631917
art_7_9,9,Gratitude Focused,positive,medium,9,0.15259974,1.2207979,0.014444233
art_7_9,10,Hope Oriented,positive,medium,9,0.25507224,2.040578,0.034108005
art_7_9,11,Reward Seeker,positive,medium,9,0.023466758,0.18773407,0.00029909026
art_7_9,12,Negative Anticipator,negative,medium,9,0.25745603,2.0596483,0.04020715
art_7_9,13,Critical Evaluator,negative,medium,9,0.14998202,1.1998562,0.013940663
art_7_9,14,Self Demanding,negative,medium,9,0.06269431,0.5015545,0.0029530418
art_7_9,15,Threat Aware,negative,medium,9,0.2168108,1.7344863,0.027945297
art_7_9,16,Emotionally Balanced,balanced,medium,9,0.08018701,0.64149606,0.0032305457
art_7_9,17,Empathy Driven,balanced,medium,9,0.49241877,3.9393501,0.10957907
art_7_9,18,Socially Sensitive,balanced,medium,9,0.23373905,1.8699124,0.034169897
art_7_9,19,Cautious Processor,balanced,medium,9,0.080073014,0.6405841,0.0031045622
art_85_8,0,Stoic Regulator,suppressive,low,8,0.1289173,0.9024212,0.0065866774
art_85_8,1,Calm Reflective,suppressive,low,8,0.18854944,1.3198462,0.016178321
art_85_8,2,Detached Observer,suppressive,low,8,0.053636093,0.37545264,0.0018575852
art_85_8,3,Rational Analyzer,suppressive,low,8,0.09571147,0.6699803,0.004243587
art_85_8,4,Emotionally Volatile,reactive,high,8,0.36001354,2.5200949,0.07091794
art_85_8,5,Highly Sensitive,reactive,high,8,0.46260557,3.238239,0.10131783
art_85_8,6,Easily Overwhelmed,reactive,high,8,0.25491396,1.7843977,0.03340841
art_85_8,7,Impulsive Reactor,reactive,high,8,0.40181202,2.812684,0.08155614
art_85_8,8,Optimistic Interpreter,positive,medium,8,0.35368922,2.4758246,0.053082533
art_85_8,9,Gratitude Focused,positive,medium,8,0.17104883,1.1973418,0.014517051
art_85_8,10,Hope Oriented,positive,medium,8,0.28403264,1.9882284,0.03379679
art_85_8,11,Reward Seeker,positive,medium,8,0.025598494,0.17918946,0.00028308507
art_85_8,12,Negative Anticipator,negative,medium,8,0.28712353,2.0098648,0.04038858
art_85_8,13,Critical Evaluator,negative,medium,8,0.16817428,1.17722,0.014040963
art_85_8,14,Self Demanding,negative,medium,8,0.07093492,0.49654445,0.0030990855
art_85_8,15,Threat Aware,negative,medium,8,0.24219194,1.6953436,0.02800015
art_85_8,16,Emotionally Balanced,balanced,medium,8,0.08814945,0.6170462,0.0028554539
art_85_8,17,Empathy Driven,balanced,medium,8,0.54611427,3.8227997,0.10303628
art_85_8,18,Socially Sensitive,balanced,medium,8,0.2608488,1.8259414,0.032912087
art_85_8,19,Cautious Processor,balanced,medium,8,0.08834896,0.6184427,0.0028245694
art_91_10,0,Stoic Regulator,suppressive,low,10,0.105329104,0.9479619,0.0071656927
art_91_10,1,Calm Reflective,suppressive,low,10,0.1532076,1.3788683,0.017046914
art_91_10,2,Detached Observer,suppressive,low,10,0.042954832,0.3865935,0.0017607595
art_91_10,3,Rational Analyzer,suppressive,low,10,0.07722762,0.6950486,0.004343163
art_91_10,4,Emotionally Volatile,reactive,high,10,0.2912038,2.620834,0.07157002
art_91_10,5,Highly Sensitive,reactive,high,10,0.37593678,3.383431,0.105006896
art_91_10,6,Easily Overwhelmed,reactive,high,10,0.20636415,1.8572774,0.034208946
art_91_10,7,Impulsive Reactor,reactive,high,10,0.32576227,2.9318604,0.083569326
art_91_10,8,Optimistic Interpreter,positive,medium,10,0.2913995,2.6225955,0.054482743
art_91_10,9,Gratitude Focused,positive,medium,10,0.13872376,1.2485138,0.014660466
art_91_10,10,Hope Oriented,positive,medium,10,0.23278008,2.0950208,0.03503528
art_91_10,11,Reward Seeker,positive,medium,10,0.021696044,0.1952644,0.00029197696
art_91_10,12,Negative Anticipator,negative,medium,10,0.23446915,2.1102223,0.040627506
art_91_10,13,Critical Evaluator,negative,medium,10,0.13635309,1.2271779,0.0141847115
art_91_10,14,Self Demanding,negative,medium,10,0.05689524,0.5120572,0.002984419
art_91_10,15,Threat Aware,negative,medium,10,0.19733077,1.775977,0.028381987
art_91_10,16,Emotionally Balanced,balanced,medium,10,0.07252243,0.65270185,0.003190962
art_91_10,17,Empathy Driven,balanced,medium,10,0.44860792,4.0374713,0.11381003
art_91_10,18,Socially Sensitive,balanced,medium,10,0.21144119,1.9029707,0.034106974
art_91_10,19,Cautious Processor,balanced,medium,10,0.07266188,0.6539569,0.0031444314
art_92_9,0,Stoic Regulator,suppressive,low,9,0.11612417,0.92899334,0.007013561
art_92_9,1,Calm Reflective,suppressive,low,9,0.16917756,1.3534205,0.016858956
art_92_9,2,Detached Observer,suppressive,low,9,0.04752383,0.38019064,0.0018062852
art_92_9,3,Rational Analyzer,suppressive,low,9,0.08540113,0.68320906,0.0043339264
art_92_9,4,Emotionally Volatile,reactive,high,9,0.32204065,2.5763252,0.07191227
art_92_9,5,Highly Sensitive,reactive,high,9,0.41489673,3.3191738,0.10422186
art_92_9,6,Easily Overwhelmed,reactive,high,9,0.22822437,1.8257949,0.034220055
art_92_9,7,Impulsive Reactor,reactive,high,9,0.3598518,2.8788145,0.08338304
art_92_9,8,Optimistic Interpreter,positive,medium,9,0.31996918,2.5597534,0.05451327
art_92_9,9,Gratitude Focused,positive,medium,9,0.15333334,1.2266667,0.014775354
art_92_9,10,Hope Oriented,positive,medium,9,0.25622422,2.0497937,0.03490726
art_92_9,11,Reward Seeker,positive,medium,9,0.02336873,0.18694983,0.00028022355
art_92_9,12,Negative Anticipator,negative,medium,9,0.2584709,2.0677671,0.041061066
art_92_9,13,Critical Evaluator,negative,medium,9,0.15069875,1.20559,0.014286051
art_92_9,14,Self Demanding,negative,medium,9,0.06309562,0.504765,0.0030603057
art_92_9,15,Threat Aware,negative,medium,9,0.21775408,1.7420326,0.028607547
art_92_9,16,Emotionally Balanced,balanced,medium,9,0.07982508,0.63860065,0.0030933656
art_92_9,17,Empathy Driven,balanced,medium,9,0.49275997,3.9420798,0.10978006
art_92_9,18,Socially Sensitive,balanced,medium,9,0.23374116,1.8699293,0.033959307
art_92_9,19,Cautious Processor,balanced,medium,9,0.079877585,0.6390207,0.003050618
